"Row"	"Column"	"Gene"	"Size"	"Media"	"Time.Point"	"Temp"	"Array"
4	42	"C1C1 rho c1e1 pr 6"	2158	"YPEG"	56.5	"37"	"1"
4	43	"C1C1 rho c1e1 pr 6"	2150	"YPEG"	56.5	"37"	"1"
4	44	"C1C1 rho c1e1 pr 6"	2138	"YPEG"	56.5	"37"	"1"
4	45	"C1C1 rho c1e1 pr 6"	2186	"YPEG"	56.5	"37"	"1"
4	46	"C1C1 rho c1e1 pr 6"	2189	"YPEG"	56.5	"37"	"1"
4	47	"C1C1 rho c1e1 pr 6"	2208	"YPEG"	56.5	"37"	"1"
4	48	"C1C1 rho c1e1 pr 6"	2253	"YPEG"	56.5	"37"	"1"
5	1	"C1C1 rho c1e1 pr13"	2024	"YPEG"	56.5	"37"	"1"
5	2	"C1C1 rho c1e1 pr13"	2255	"YPEG"	56.5	"37"	"1"
5	3	"C1C1 rho c1e1 pr13"	2278	"YPEG"	56.5	"37"	"1"
5	4	"C1C1 rho c1e1 pr13"	2216	"YPEG"	56.5	"37"	"1"
5	5	"C1C1 rho c1e1 pr13"	2335	"YPEG"	56.5	"37"	"1"
5	6	"C1C1 rho c1e1 pr13"	2033	"YPEG"	56.5	"37"	"1"
5	7	"C1C1 rho c1e1 pr13"	2281	"YPEG"	56.5	"37"	"1"
5	8	"C1C1 rho c1e1 pr13"	2183	"YPEG"	56.5	"37"	"1"
5	9	"C1C1 rho c1e1 pr14"	1926	"YPEG"	56.5	"37"	"1"
5	10	"C1C1 rho c1e1 pr14"	2033	"YPEG"	56.5	"37"	"1"
5	11	"C1C1 rho c1e1 pr14"	2086	"YPEG"	56.5	"37"	"1"
5	12	"C1C1 rho c1e1 pr14"	2042	"YPEG"	56.5	"37"	"1"
5	13	"C1C1 rho c1e1 pr14"	2077	"YPEG"	56.5	"37"	"1"
5	14	"C1C1 rho c1e1 pr14"	2042	"YPEG"	56.5	"37"	"1"
5	15	"C1C1 rho c1e1 pr14"	2064	"YPEG"	56.5	"37"	"1"
5	16	"C1C1 rho c1e1 pr14"	2011	"YPEG"	56.5	"37"	"1"
5	17	"C1C1 rho c1e1 pr15"	1184	"YPEG"	56.5	"37"	"1"
5	18	"C1C1 rho c1e1 pr15"	1304	"YPEG"	56.5	"37"	"1"
5	19	"C1C1 rho c1e1 pr15"	1218	"YPEG"	56.5	"37"	"1"
5	20	"C1C1 rho c1e1 pr15"	1221	"YPEG"	56.5	"37"	"1"
5	21	"C1C1 rho c1e1 pr15"	1206	"YPEG"	56.5	"37"	"1"
5	22	"C1C1 rho c1e1 pr15"	1159	"YPEG"	56.5	"37"	"1"
5	23	"C1C1 rho c1e1 pr15"	1211	"YPEG"	56.5	"37"	"1"
5	24	"C1C1 rho c1e1 pr15"	1185	"YPEG"	56.5	"37"	"1"
5	25	"C1C1 rho c1e1 pr16"	2079	"YPEG"	56.5	"37"	"1"
5	26	"C1C1 rho c1e1 pr16"	2139	"YPEG"	56.5	"37"	"1"
5	27	"C1C1 rho c1e1 pr16"	2068	"YPEG"	56.5	"37"	"1"
5	28	"C1C1 rho c1e1 pr16"	2107	"YPEG"	56.5	"37"	"1"
5	29	"C1C1 rho c1e1 pr16"	2093	"YPEG"	56.5	"37"	"1"
5	30	"C1C1 rho c1e1 pr16"	2101	"YPEG"	56.5	"37"	"1"
5	31	"C1C1 rho c1e1 pr16"	2030	"YPEG"	56.5	"37"	"1"
5	32	"C1C1 rho c1e1 pr16"	2094	"YPEG"	56.5	"37"	"1"
5	33	"C1C1 rho c1e1 pr17"	2061	"YPEG"	56.5	"37"	"1"
5	34	"C1C1 rho c1e1 pr17"	2130	"YPEG"	56.5	"37"	"1"
5	35	"C1C1 rho c1e1 pr17"	2137	"YPEG"	56.5	"37"	"1"
5	36	"C1C1 rho c1e1 pr17"	2108	"YPEG"	56.5	"37"	"1"
5	37	"C1C1 rho c1e1 pr17"	2108	"YPEG"	56.5	"37"	"1"
5	38	"C1C1 rho c1e1 pr17"	2162	"YPEG"	56.5	"37"	"1"
5	39	"C1C1 rho c1e1 pr17"	2144	"YPEG"	56.5	"37"	"1"
5	40	"C1C1 rho c1e1 pr17"	2154	"YPEG"	56.5	"37"	"1"
5	41	"C1C1 rho c1e1 pr18"	2137	"YPEG"	56.5	"37"	"1"
5	42	"C1C1 rho c1e1 pr18"	2172	"YPEG"	56.5	"37"	"1"
5	43	"C1C1 rho c1e1 pr18"	2130	"YPEG"	56.5	"37"	"1"
5	44	"C1C1 rho c1e1 pr18"	2176	"YPEG"	56.5	"37"	"1"
5	45	"C1C1 rho c1e1 pr18"	2204	"YPEG"	56.5	"37"	"1"
5	46	"C1C1 rho c1e1 pr18"	2179	"YPEG"	56.5	"37"	"1"
5	47	"C1C1 rho c1e1 pr18"	2220	"YPEG"	56.5	"37"	"1"
5	48	"C1C1 rho c1e1 pr18"	2183	"YPEG"	56.5	"37"	"1"
6	1	"C1C1 rho c1e1 pr13"	2242	"YPEG"	56.5	"37"	"1"
6	2	"C1C1 rho c1e1 pr13"	2277	"YPEG"	56.5	"37"	"1"
6	3	"C1C1 rho c1e1 pr13"	2143	"YPEG"	56.5	"37"	"1"
6	4	"C1C1 rho c1e1 pr13"	2234	"YPEG"	56.5	"37"	"1"
6	5	"C1C1 rho c1e1 pr13"	2121	"YPEG"	56.5	"37"	"1"
6	6	"C1C1 rho c1e1 pr13"	2069	"YPEG"	56.5	"37"	"1"
6	7	"C1C1 rho c1e1 pr13"	2072	"YPEG"	56.5	"37"	"1"
6	8	"C1C1 rho c1e1 pr13"	2263	"YPEG"	56.5	"37"	"1"
6	9	"C1C1 rho c1e1 pr14"	2108	"YPEG"	56.5	"37"	"1"
6	10	"C1C1 rho c1e1 pr14"	2119	"YPEG"	56.5	"37"	"1"
6	11	"C1C1 rho c1e1 pr14"	2047	"YPEG"	56.5	"37"	"1"
6	12	"C1C1 rho c1e1 pr14"	2068	"YPEG"	56.5	"37"	"1"
6	13	"C1C1 rho c1e1 pr14"	2100	"YPEG"	56.5	"37"	"1"
6	14	"C1C1 rho c1e1 pr14"	1987	"YPEG"	56.5	"37"	"1"
6	15	"C1C1 rho c1e1 pr14"	2086	"YPEG"	56.5	"37"	"1"
6	16	"C1C1 rho c1e1 pr14"	2027	"YPEG"	56.5	"37"	"1"
6	17	"C1C1 rho c1e1 pr15"	1096	"YPEG"	56.5	"37"	"1"
6	18	"C1C1 rho c1e1 pr15"	1188	"YPEG"	56.5	"37"	"1"
6	19	"C1C1 rho c1e1 pr15"	1126	"YPEG"	56.5	"37"	"1"
6	20	"C1C1 rho c1e1 pr15"	1189	"YPEG"	56.5	"37"	"1"
6	21	"C1C1 rho c1e1 pr15"	1166	"YPEG"	56.5	"37"	"1"
6	22	"C1C1 rho c1e1 pr15"	1189	"YPEG"	56.5	"37"	"1"
6	23	"C1C1 rho c1e1 pr15"	1102	"YPEG"	56.5	"37"	"1"
6	24	"C1C1 rho c1e1 pr15"	1127	"YPEG"	56.5	"37"	"1"
6	25	"C1C1 rho c1e1 pr16"	2146	"YPEG"	56.5	"37"	"1"
6	26	"C1C1 rho c1e1 pr16"	2098	"YPEG"	56.5	"37"	"1"
6	27	"C1C1 rho c1e1 pr16"	2155	"YPEG"	56.5	"37"	"1"
6	28	"C1C1 rho c1e1 pr16"	2098	"YPEG"	56.5	"37"	"1"
6	29	"C1C1 rho c1e1 pr16"	2102	"YPEG"	56.5	"37"	"1"
6	30	"C1C1 rho c1e1 pr16"	2105	"YPEG"	56.5	"37"	"1"
6	31	"C1C1 rho c1e1 pr16"	2111	"YPEG"	56.5	"37"	"1"
6	32	"C1C1 rho c1e1 pr16"	2154	"YPEG"	56.5	"37"	"1"
6	33	"C1C1 rho c1e1 pr17"	2296	"YPEG"	56.5	"37"	"1"
6	34	"C1C1 rho c1e1 pr17"	2075	"YPEG"	56.5	"37"	"1"
6	35	"C1C1 rho c1e1 pr17"	2140	"YPEG"	56.5	"37"	"1"
6	36	"C1C1 rho c1e1 pr17"	2156	"YPEG"	56.5	"37"	"1"
6	37	"C1C1 rho c1e1 pr17"	2109	"YPEG"	56.5	"37"	"1"
6	38	"C1C1 rho c1e1 pr17"	2216	"YPEG"	56.5	"37"	"1"
6	39	"C1C1 rho c1e1 pr17"	2162	"YPEG"	56.5	"37"	"1"
6	40	"C1C1 rho c1e1 pr17"	2398	"YPEG"	56.5	"37"	"1"
6	41	"C1C1 rho c1e1 pr18"	2115	"YPEG"	56.5	"37"	"1"
6	42	"C1C1 rho c1e1 pr18"	2194	"YPEG"	56.5	"37"	"1"
6	43	"C1C1 rho c1e1 pr18"	2144	"YPEG"	56.5	"37"	"1"
6	44	"C1C1 rho c1e1 pr18"	2186	"YPEG"	56.5	"37"	"1"
6	45	"C1C1 rho c1e1 pr18"	2170	"YPEG"	56.5	"37"	"1"
6	46	"C1C1 rho c1e1 pr18"	2223	"YPEG"	56.5	"37"	"1"
6	47	"C1C1 rho c1e1 pr18"	2218	"YPEG"	56.5	"37"	"1"
6	48	"C1C1 rho c1e1 pr18"	2130	"YPEG"	56.5	"37"	"1"
7	1	"C1C1 rho c1e1 pr13"	2248	"YPEG"	56.5	"37"	"1"
7	2	"C1C1 rho c1e1 pr13"	2311	"YPEG"	56.5	"37"	"1"
7	3	"C1C1 rho c1e1 pr13"	2293	"YPEG"	56.5	"37"	"1"
7	4	"C1C1 rho c1e1 pr13"	2147	"YPEG"	56.5	"37"	"1"
7	5	"C1C1 rho c1e1 pr13"	2196	"YPEG"	56.5	"37"	"1"
7	6	"C1C1 rho c1e1 pr13"	1899	"YPEG"	56.5	"37"	"1"
7	7	"C1C1 rho c1e1 pr13"	1990	"YPEG"	56.5	"37"	"1"
7	8	"C1C1 rho c1e1 pr13"	2086	"YPEG"	56.5	"37"	"1"
7	9	"C1C1 rho c1e1 pr14"	2117	"YPEG"	56.5	"37"	"1"
7	10	"C1C1 rho c1e1 pr14"	2055	"YPEG"	56.5	"37"	"1"
7	11	"C1C1 rho c1e1 pr14"	2006	"YPEG"	56.5	"37"	"1"
7	12	"C1C1 rho c1e1 pr14"	2051	"YPEG"	56.5	"37"	"1"
7	13	"C1C1 rho c1e1 pr14"	2054	"YPEG"	56.5	"37"	"1"
7	14	"C1C1 rho c1e1 pr14"	1933	"YPEG"	56.5	"37"	"1"
7	15	"C1C1 rho c1e1 pr14"	2066	"YPEG"	56.5	"37"	"1"
7	16	"C1C1 rho c1e1 pr14"	2088	"YPEG"	56.5	"37"	"1"
7	17	"C1C1 rho c1e1 pr15"	1174	"YPEG"	56.5	"37"	"1"
7	18	"C1C1 rho c1e1 pr15"	1166	"YPEG"	56.5	"37"	"1"
7	19	"C1C1 rho c1e1 pr15"	1191	"YPEG"	56.5	"37"	"1"
7	20	"C1C1 rho c1e1 pr15"	1193	"YPEG"	56.5	"37"	"1"
7	21	"C1C1 rho c1e1 pr15"	1159	"YPEG"	56.5	"37"	"1"
7	22	"C1C1 rho c1e1 pr15"	1185	"YPEG"	56.5	"37"	"1"
7	23	"C1C1 rho c1e1 pr15"	1172	"YPEG"	56.5	"37"	"1"
7	24	"C1C1 rho c1e1 pr15"	1150	"YPEG"	56.5	"37"	"1"
7	25	"C1C1 rho c1e1 pr16"	2069	"YPEG"	56.5	"37"	"1"
7	26	"C1C1 rho c1e1 pr16"	2058	"YPEG"	56.5	"37"	"1"
7	27	"C1C1 rho c1e1 pr16"	2108	"YPEG"	56.5	"37"	"1"
7	28	"C1C1 rho c1e1 pr16"	2034	"YPEG"	56.5	"37"	"1"
7	29	"C1C1 rho c1e1 pr16"	2083	"YPEG"	56.5	"37"	"1"
7	30	"C1C1 rho c1e1 pr16"	2098	"YPEG"	56.5	"37"	"1"
7	31	"C1C1 rho c1e1 pr16"	2117	"YPEG"	56.5	"37"	"1"
7	32	"C1C1 rho c1e1 pr16"	2135	"YPEG"	56.5	"37"	"1"
7	33	"C1C1 rho c1e1 pr17"	2093	"YPEG"	56.5	"37"	"1"
7	34	"C1C1 rho c1e1 pr17"	2124	"YPEG"	56.5	"37"	"1"
7	35	"C1C1 rho c1e1 pr17"	2187	"YPEG"	56.5	"37"	"1"
7	36	"C1C1 rho c1e1 pr17"	2218	"YPEG"	56.5	"37"	"1"
7	37	"C1C1 rho c1e1 pr17"	2201	"YPEG"	56.5	"37"	"1"
7	38	"C1C1 rho c1e1 pr17"	2214	"YPEG"	56.5	"37"	"1"
7	39	"C1C1 rho c1e1 pr17"	2183	"YPEG"	56.5	"37"	"1"
7	40	"C1C1 rho c1e1 pr17"	2276	"YPEG"	56.5	"37"	"1"
7	41	"C1C1 rho c1e1 pr18"	1184	"YPEG"	56.5	"37"	"1"
7	42	"C1C1 rho c1e1 pr18"	2197	"YPEG"	56.5	"37"	"1"
7	43	"C1C1 rho c1e1 pr18"	2175	"YPEG"	56.5	"37"	"1"
7	44	"C1C1 rho c1e1 pr18"	2177	"YPEG"	56.5	"37"	"1"
7	45	"C1C1 rho c1e1 pr18"	2202	"YPEG"	56.5	"37"	"1"
7	46	"C1C1 rho c1e1 pr18"	2208	"YPEG"	56.5	"37"	"1"
7	47	"C1C1 rho c1e1 pr18"	2284	"YPEG"	56.5	"37"	"1"
7	48	"C1C1 rho c1e1 pr18"	2081	"YPEG"	56.5	"37"	"1"
8	1	"C1C1 rho c1e1 pr13"	2137	"YPEG"	56.5	"37"	"1"
8	2	"C1C1 rho c1e1 pr13"	2163	"YPEG"	56.5	"37"	"1"
8	3	"C1C1 rho c1e1 pr13"	2078	"YPEG"	56.5	"37"	"1"
8	4	"C1C1 rho c1e1 pr13"	2166	"YPEG"	56.5	"37"	"1"
8	5	"C1C1 rho c1e1 pr13"	2094	"YPEG"	56.5	"37"	"1"
8	6	"C1C1 rho c1e1 pr13"	2088	"YPEG"	56.5	"37"	"1"
8	7	"C1C1 rho c1e1 pr13"	2142	"YPEG"	56.5	"37"	"1"
8	8	"C1C1 rho c1e1 pr13"	2233	"YPEG"	56.5	"37"	"1"
8	9	"C1C1 rho c1e1 pr14"	2016	"YPEG"	56.5	"37"	"1"
8	10	"C1C1 rho c1e1 pr14"	1951	"YPEG"	56.5	"37"	"1"
8	11	"C1C1 rho c1e1 pr14"	2118	"YPEG"	56.5	"37"	"1"
8	12	"C1C1 rho c1e1 pr14"	2083	"YPEG"	56.5	"37"	"1"
8	13	"C1C1 rho c1e1 pr14"	1907	"YPEG"	56.5	"37"	"1"
8	14	"C1C1 rho c1e1 pr14"	2049	"YPEG"	56.5	"37"	"1"
8	15	"C1C1 rho c1e1 pr14"	2025	"YPEG"	56.5	"37"	"1"
8	16	"C1C1 rho c1e1 pr14"	2102	"YPEG"	56.5	"37"	"1"
8	17	"C1C1 rho c1e1 pr15"	1165	"YPEG"	56.5	"37"	"1"
8	18	"C1C1 rho c1e1 pr15"	1103	"YPEG"	56.5	"37"	"1"
8	19	"C1C1 rho c1e1 pr15"	1103	"YPEG"	56.5	"37"	"1"
8	20	"C1C1 rho c1e1 pr15"	1161	"YPEG"	56.5	"37"	"1"
8	21	"C1C1 rho c1e1 pr15"	1116	"YPEG"	56.5	"37"	"1"
8	22	"C1C1 rho c1e1 pr15"	1124	"YPEG"	56.5	"37"	"1"
8	23	"C1C1 rho c1e1 pr15"	1098	"YPEG"	56.5	"37"	"1"
8	24	"C1C1 rho c1e1 pr15"	1109	"YPEG"	56.5	"37"	"1"
8	25	"C1C1 rho c1e1 pr16"	2157	"YPEG"	56.5	"37"	"1"
8	26	"C1C1 rho c1e1 pr16"	2094	"YPEG"	56.5	"37"	"1"
8	27	"C1C1 rho c1e1 pr16"	2104	"YPEG"	56.5	"37"	"1"
8	28	"C1C1 rho c1e1 pr16"	2057	"YPEG"	56.5	"37"	"1"
8	29	"C1C1 rho c1e1 pr16"	2081	"YPEG"	56.5	"37"	"1"
8	30	"C1C1 rho c1e1 pr16"	2147	"YPEG"	56.5	"37"	"1"
8	31	"C1C1 rho c1e1 pr16"	2132	"YPEG"	56.5	"37"	"1"
8	32	"C1C1 rho c1e1 pr16"	2159	"YPEG"	56.5	"37"	"1"
8	33	"C1C1 rho c1e1 pr17"	2185	"YPEG"	56.5	"37"	"1"
8	34	"C1C1 rho c1e1 pr17"	2289	"YPEG"	56.5	"37"	"1"
8	35	"C1C1 rho c1e1 pr17"	2232	"YPEG"	56.5	"37"	"1"
8	36	"C1C1 rho c1e1 pr17"	2303	"YPEG"	56.5	"37"	"1"
8	37	"C1C1 rho c1e1 pr17"	2439	"YPEG"	56.5	"37"	"1"
8	38	"C1C1 rho c1e1 pr17"	2259	"YPEG"	56.5	"37"	"1"
8	39	"C1C1 rho c1e1 pr17"	2292	"YPEG"	56.5	"37"	"1"
8	40	"C1C1 rho c1e1 pr17"	2330	"YPEG"	56.5	"37"	"1"
8	41	"C1C1 rho c1e1 pr18"	2231	"YPEG"	56.5	"37"	"1"
8	42	"C1C1 rho c1e1 pr18"	2238	"YPEG"	56.5	"37"	"1"
8	43	"C1C1 rho c1e1 pr18"	2219	"YPEG"	56.5	"37"	"1"
8	44	"C1C1 rho c1e1 pr18"	2182	"YPEG"	56.5	"37"	"1"
8	45	"C1C1 rho c1e1 pr18"	2160	"YPEG"	56.5	"37"	"1"
8	46	"C1C1 rho c1e1 pr18"	2230	"YPEG"	56.5	"37"	"1"
8	47	"C1C1 rho c1e1 pr18"	2254	"YPEG"	56.5	"37"	"1"
8	48	"C1C1 rho c1e1 pr18"	2143	"YPEG"	56.5	"37"	"1"
9	1	"C1C1 rho c1e1 pr25"	1761	"YPEG"	56.5	"37"	"1"
9	2	"C1C1 rho c1e1 pr25"	1812	"YPEG"	56.5	"37"	"1"
9	3	"C1C1 rho c1e1 pr25"	1687	"YPEG"	56.5	"37"	"1"
9	4	"C1C1 rho c1e1 pr25"	1582	"YPEG"	56.5	"37"	"1"
9	5	"C1C1 rho c1e1 pr25"	1740	"YPEG"	56.5	"37"	"1"
9	6	"C1C1 rho c1e1 pr25"	1675	"YPEG"	56.5	"37"	"1"
9	7	"C1C1 rho c1e1 pr25"	1695	"YPEG"	56.5	"37"	"1"
9	8	"C1C1 rho c1e1 pr25"	1693	"YPEG"	56.5	"37"	"1"
9	9	"C1C1 rho c1e1 pr26"	2083	"YPEG"	56.5	"37"	"1"
9	10	"C1C1 rho c1e1 pr26"	2036	"YPEG"	56.5	"37"	"1"
9	11	"C1C1 rho c1e1 pr26"	2064	"YPEG"	56.5	"37"	"1"
9	12	"C1C1 rho c1e1 pr26"	1990	"YPEG"	56.5	"37"	"1"
9	13	"C1C1 rho c1e1 pr26"	2067	"YPEG"	56.5	"37"	"1"
9	14	"C1C1 rho c1e1 pr26"	2075	"YPEG"	56.5	"37"	"1"
9	15	"C1C1 rho c1e1 pr26"	2027	"YPEG"	56.5	"37"	"1"
9	16	"C1C1 rho c1e1 pr26"	2147	"YPEG"	56.5	"37"	"1"
9	17	"C1C1 rho c1e1 pr27"	2123	"YPEG"	56.5	"37"	"1"
9	18	"C1C1 rho c1e1 pr27"	2098	"YPEG"	56.5	"37"	"1"
9	19	"C1C1 rho c1e1 pr27"	2114	"YPEG"	56.5	"37"	"1"
9	20	"C1C1 rho c1e1 pr27"	2104	"YPEG"	56.5	"37"	"1"
9	21	"C1C1 rho c1e1 pr27"	2075	"YPEG"	56.5	"37"	"1"
9	22	"C1C1 rho c1e1 pr27"	2055	"YPEG"	56.5	"37"	"1"
9	23	"C1C1 rho c1e1 pr27"	2050	"YPEG"	56.5	"37"	"1"
9	24	"C1C1 rho c1e1 pr27"	2004	"YPEG"	56.5	"37"	"1"
9	25	"C1C1 rho c1e1 pr28"	1965	"YPEG"	56.5	"37"	"1"
9	26	"C1C1 rho c1e1 pr28"	1982	"YPEG"	56.5	"37"	"1"
9	27	"C1C1 rho c1e1 pr28"	2002	"YPEG"	56.5	"37"	"1"
9	28	"C1C1 rho c1e1 pr28"	1979	"YPEG"	56.5	"37"	"1"
9	29	"C1C1 rho c1e1 pr28"	1929	"YPEG"	56.5	"37"	"1"
9	30	"C1C1 rho c1e1 pr28"	2054	"YPEG"	56.5	"37"	"1"
9	31	"C1C1 rho c1e1 pr28"	2049	"YPEG"	56.5	"37"	"1"
9	32	"C1C1 rho c1e1 pr28"	2061	"YPEG"	56.5	"37"	"1"
9	33	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
9	34	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
9	35	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
9	36	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
9	37	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
9	38	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
9	39	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
9	40	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
9	41	"C1C1 rho c1e1 pr30"	2175	"YPEG"	56.5	"37"	"1"
9	42	"C1C1 rho c1e1 pr30"	2217	"YPEG"	56.5	"37"	"1"
9	43	"C1C1 rho c1e1 pr30"	2161	"YPEG"	56.5	"37"	"1"
9	44	"C1C1 rho c1e1 pr30"	2215	"YPEG"	56.5	"37"	"1"
9	45	"C1C1 rho c1e1 pr30"	2152	"YPEG"	56.5	"37"	"1"
9	46	"C1C1 rho c1e1 pr30"	2202	"YPEG"	56.5	"37"	"1"
9	47	"C1C1 rho c1e1 pr30"	2252	"YPEG"	56.5	"37"	"1"
9	48	"C1C1 rho c1e1 pr30"	2102	"YPEG"	56.5	"37"	"1"
10	1	"C1C1 rho c1e1 pr25"	1537	"YPEG"	56.5	"37"	"1"
10	2	"C1C1 rho c1e1 pr25"	1743	"YPEG"	56.5	"37"	"1"
10	3	"C1C1 rho c1e1 pr25"	1605	"YPEG"	56.5	"37"	"1"
10	4	"C1C1 rho c1e1 pr25"	1842	"YPEG"	56.5	"37"	"1"
10	5	"C1C1 rho c1e1 pr25"	1751	"YPEG"	56.5	"37"	"1"
10	6	"C1C1 rho c1e1 pr25"	1621	"YPEG"	56.5	"37"	"1"
10	7	"C1C1 rho c1e1 pr25"	1699	"YPEG"	56.5	"37"	"1"
10	8	"C1C1 rho c1e1 pr25"	1714	"YPEG"	56.5	"37"	"1"
10	9	"C1C1 rho c1e1 pr26"	2016	"YPEG"	56.5	"37"	"1"
10	10	"C1C1 rho c1e1 pr26"	2082	"YPEG"	56.5	"37"	"1"
10	11	"C1C1 rho c1e1 pr26"	2031	"YPEG"	56.5	"37"	"1"
10	12	"C1C1 rho c1e1 pr26"	2039	"YPEG"	56.5	"37"	"1"
10	13	"C1C1 rho c1e1 pr26"	2018	"YPEG"	56.5	"37"	"1"
10	14	"C1C1 rho c1e1 pr26"	2086	"YPEG"	56.5	"37"	"1"
10	15	"C1C1 rho c1e1 pr26"	1978	"YPEG"	56.5	"37"	"1"
10	16	"C1C1 rho c1e1 pr26"	2012	"YPEG"	56.5	"37"	"1"
10	17	"C1C1 rho c1e1 pr27"	2030	"YPEG"	56.5	"37"	"1"
10	18	"C1C1 rho c1e1 pr27"	2083	"YPEG"	56.5	"37"	"1"
10	19	"C1C1 rho c1e1 pr27"	2053	"YPEG"	56.5	"37"	"1"
10	20	"C1C1 rho c1e1 pr27"	2083	"YPEG"	56.5	"37"	"1"
10	21	"C1C1 rho c1e1 pr27"	2043	"YPEG"	56.5	"37"	"1"
10	22	"C1C1 rho c1e1 pr27"	2045	"YPEG"	56.5	"37"	"1"
10	23	"C1C1 rho c1e1 pr27"	2012	"YPEG"	56.5	"37"	"1"
10	24	"C1C1 rho c1e1 pr27"	1967	"YPEG"	56.5	"37"	"1"
10	25	"C1C1 rho c1e1 pr28"	2020	"YPEG"	56.5	"37"	"1"
10	26	"C1C1 rho c1e1 pr28"	1996	"YPEG"	56.5	"37"	"1"
10	27	"C1C1 rho c1e1 pr28"	2007	"YPEG"	56.5	"37"	"1"
10	28	"C1C1 rho c1e1 pr28"	1952	"YPEG"	56.5	"37"	"1"
10	29	"C1C1 rho c1e1 pr28"	1932	"YPEG"	56.5	"37"	"1"
10	30	"C1C1 rho c1e1 pr28"	2069	"YPEG"	56.5	"37"	"1"
10	31	"C1C1 rho c1e1 pr28"	2107	"YPEG"	56.5	"37"	"1"
10	32	"C1C1 rho c1e1 pr28"	2139	"YPEG"	56.5	"37"	"1"
10	33	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
10	34	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
10	35	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
10	36	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
10	37	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
10	38	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
10	39	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
10	40	"C1C1 rho c1e1 pr29"	0	"YPEG"	56.5	"37"	"1"
10	41	"C1C1 rho c1e1 pr30"	2195	"YPEG"	56.5	"37"	"1"
10	42	"C1C1 rho c1e1 pr30"	1226	"YPEG"	56.5	"37"	"1"
10	43	"C1C1 rho c1e1 pr30"	2207	"YPEG"	56.5	"37"	"1"
10	44	"C1C1 rho c1e1 pr30"	2216	"YPEG"	56.5	"37"	"1"
10	45	"C1C1 rho c1e1 pr30"	2191	"YPEG"	56.5	"37"	"1"
10	46	"C1C1 rho c1e1 pr30"	2221	"YPEG"	56.5	"37"	"1"
10	47	"C1C1 rho c1e1 pr30"	2328	"YPEG"	56.5	"37"	"1"
10	48	"C1C1 rho c1e1 pr30"	2080	"YPEG"	56.5	"37"	"1"
11	1	"C1C1 rho c1e1 pr25"	1640	"YPEG"	56.5	"37"	"1"
11	2	"C1C1 rho c1e1 pr25"	1593	"YPEG"	56.5	"37"	"1"
11	3	"C1C1 rho c1e1 pr25"	1670	"YPEG"	56.5	"37"	"1"
11	4	"C1C1 rho c1e1 pr25"	1657	"YPEG"	56.5	"37"	"1"
11	5	"C1C1 rho c1e1 pr25"	1737	"YPEG"	56.5	"37"	"1"
11	6	"C1C1 rho c1e1 pr25"	1708	"YPEG"	56.5	"37"	"1"
11	7	"C1C1 rho c1e1 pr25"	1616	"YPEG"	56.5	"37"	"1"
11	8	"C1C1 rho c1e1 pr25"	1665	"YPEG"	56.5	"37"	"1"
11	9	"C1C1 rho c1e1 pr26"	2039	"YPEG"	56.5	"37"	"1"
11	10	"C1C1 rho c1e1 pr26"	1971	"YPEG"	56.5	"37"	"1"
11	11	"C1C1 rho c1e1 pr26"	2201	"YPEG"	56.5	"37"	"1"
11	12	"C1C1 rho c1e1 pr26"	1982	"YPEG"	56.5	"37"	"1"
11	13	"C1C1 rho c1e1 pr26"	2011	"YPEG"	56.5	"37"	"1"
11	14	"C1C1 rho c1e1 pr26"	1945	"YPEG"	56.5	"37"	"1"
11	15	"C1C1 rho c1e1 pr26"	1989	"YPEG"	56.5	"37"	"1"
11	16	"C1C1 rho c1e1 pr26"	2038	"YPEG"	56.5	"37"	"1"
11	17	"C1C1 rho c1e1 pr27"	1966	"YPEG"	56.5	"37"	"1"
11	18	"C1C1 rho c1e1 pr27"	2107	"YPEG"	56.5	"37"	"1"
11	19	"C1C1 rho c1e1 pr27"	1936	"YPEG"	56.5	"37"	"1"
11	20	"C1C1 rho c1e1 pr27"	2010	"YPEG"	56.5	"37"	"1"
11	21	"C1C1 rho c1e1 pr27"	2004	"YPEG"	56.5	"37"	"1"
11	22	"C1C1 rho c1e1 pr27"	2011	"YPEG"	56.5	"37"	"1"
